,data_collected_date,channel_id,video_id,video_comment_id,video_comment_textDisplay,video_comment_textOriginal,video_comment_authorDisplayName,video_comment_canRate,video_comment_likeCount,video_comment_publishedAt_datetime,video_comment_canReply,video_comment_totalReplyCount,video_comment_isPublic,video_comment_textDisplay_sentiment
632,2024-10-26 14:26:09.409571,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgxQURPjpG37zX4Gg1N4AaABAg,以台灣來說，我是覺得價格偏高，但是頗合理的，座位舒適，又可以充電辦公，環境明亮整潔，很適合SOHO族當作行動辦公室。至於份量的部分，台灣就沒有像日本那樣，跟圖片差不多,以台灣來說，我是覺得價格偏高，但是頗合理的，座位舒適，又可以充電辦公，環境明亮整潔，很適合SOHO族當作行動辦公室。至於份量的部分，台灣就沒有像日本那樣，跟圖片差不多,@wystanleeder324,1,1,2024-09-14 06:03:48,1,0,1,NEGATIVE
633,2024-10-26 14:26:10.341621,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgxBPeFloX_n3rzxs394AaABAg,呢間嘢好難食😢,呢間嘢好難食😢,@nn16889,1,2,2024-09-14 03:08:52,1,0,1,NEGATIVE
634,2024-10-26 14:26:11.155510,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgxIjuATHYqpAb9k_Jd4AaABAg,好正咖啡店☕️,好正咖啡店☕️,@卡米多Cheung-d4o,1,0,2024-09-13 18:01:35,1,0,1,NEGATIVE
635,2024-10-26 14:26:11.979260,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgzM76ubLzbPk7ls3EB4AaABAg,其實大部份野黎香港既野都變哂質  唔知佢地有冇賣廣告 不過多謝你地出片  cfm 香港個幾間一定可以唔洗去試 :o,其實大部份野黎香港既野都變哂質  唔知佢地有冇賣廣告 不過多謝你地出片  cfm 香港個幾間一定可以唔洗去試 :o,@KHCHUN-yb7yf,1,0,2024-09-13 15:54:04,1,0,1,NEGATIVE
636,2024-10-26 14:26:12.707436,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgwzI2ijvtWHfRtq74J4AaABAg,呢間嘢唔似cafe，似薩利亞,呢間嘢唔似cafe，似薩利亞,@lvgo4602,1,0,2024-09-13 13:06:28,1,0,1,NEGATIVE
637,2024-10-26 14:26:13.404857,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgzjBRTTWrU5dLPKOwd4AaABAg,看完這條影片後，就期望自己日日吃這些日本麵包,看完這條影片後，就期望自己日日吃這些日本麵包,@siunamofficial8539,1,3,2024-09-13 12:51:02,1,0,1,NEGATIVE
638,2024-10-26 14:26:14.090760,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgwGaSmxbQ-a-tJG0SV4AaABAg,"mm介紹完即刻去食冰與火,個餅超細,好失望！","mm介紹完即刻去食冰與火,個餅超細,好失望！",@mlchan6104,1,0,2024-09-13 09:55:11,1,0,1,NEGATIVE
639,2024-10-26 14:26:14.839017,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgytKES2BYX2SPqgaaB4AaABAg,去到香港價錢貴一倍，其實已經無左KOMEDA嘅賣點,去到香港價錢貴一倍，其實已經無左KOMEDA嘅賣點,@solsou,1,0,2024-09-13 09:14:57,1,2,1,NEGATIVE
640,2024-10-26 14:26:17.290935,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgxM9jhx18ylYulb1gl4AaABAg,只去過 名古屋 福岡 食😊 掛住多士 咖啡<br>香港冇食,"只去過 名古屋 福岡 食😊 掛住多士 咖啡
香港冇食",@KintCheng-kq9dc,1,0,2024-09-13 08:15:43,1,0,1,NEGATIVE
641,2024-10-26 14:26:17.986576,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,Ugy-xl8mZWiWGtsx9SF4AaABAg,"所以最憎香港食飯, 下下都限你時","所以最憎香港食飯, 下下都限你時",@devil_hyde,1,0,2024-09-13 07:25:23,1,0,1,NEGATIVE
642,2024-10-26 14:26:18.730526,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,Ugwbbs8w4Wewdxtpl0l4AaABAg,唔該 咁得閒做宣傳 攪返掂啲基本嘢先 廚房啲架餐壞咗勁撚耐都唔撚理 仲要好撚多嘢都壞 炸爐上面個通風又整得唔好 錢你就識賺 靠攪9啲員工嚟賺 唔該收收皮先,唔該 咁得閒做宣傳 攪返掂啲基本嘢先 廚房啲架餐壞咗勁撚耐都唔撚理 仲要好撚多嘢都壞 炸爐上面個通風又整得唔好 錢你就識賺 靠攪9啲員工嚟賺 唔該收收皮先,@binarystar9793,1,0,2024-09-13 07:22:53,1,0,1,NEGATIVE
643,2024-10-26 14:26:19.599896,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgxzU_9td5q3Ko1FTYN4AaABAg,"KOMEDA啲野唔係叫非常好食<br>但以佢個價錢, 份量同環境<br>你無咩可以投訴","KOMEDA啲野唔係叫非常好食
但以佢個價錢, 份量同環境
你無咩可以投訴",@honam0125,1,1,2024-09-13 04:15:33,1,0,1,NEGATIVE
644,2024-10-26 14:26:20.290531,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,Ugz4U6-CDpd0-HgKdfl4AaABAg,感謝天父，感謝神父一切的付出❤❤❤,感謝天父，感謝神父一切的付出❤❤❤,@DorDor123,1,0,2024-09-12 23:21:50,1,0,1,NEGATIVE
645,2024-10-26 14:26:20.970017,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgzqZU_zauMOAT45PIV4AaABAg,一開始已經好奇香港都做得到？原來香港店係減量同加價版<br>如果同日本店一樣應該做唔住,"一開始已經好奇香港都做得到？原來香港店係減量同加價版
如果同日本店一樣應該做唔住",@daviddavid-xd5kd,1,0,2024-09-12 17:01:21,1,0,1,NEGATIVE
646,2024-10-26 14:26:21.628910,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,Ugyxm5ZHYRC5dd2nE5d4AaABAg,日本食過招牌冰火，好好食。<br><br>開頭想飲杯啡坐低休息下，食完再google，原來咁有名氣😂。,"日本食過招牌冰火，好好食。

開頭想飲杯啡坐低休息下，食完再google，原來咁有名氣😂。",@kknosetang3150,1,5,2024-09-12 15:10:51,1,0,1,NEGATIVE
647,2024-10-26 14:26:22.434412,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,Ugwmb5B1o5mUHcmbkQx4AaABAg,因為雪糕遇到梳打會爆炸😂，亦因為呢個原因，所以佢哋會用冰嚟托起個雪糕，應該要食到個雪糕咁上下先可以飲到個流打😂,因為雪糕遇到梳打會爆炸😂，亦因為呢個原因，所以佢哋會用冰嚟托起個雪糕，應該要食到個雪糕咁上下先可以飲到個流打😂,@daidaigor,1,1,2024-09-12 14:42:21,1,0,1,NEGATIVE
648,2024-10-26 14:26:23.140349,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,UgynJIWDcSSclVv-ZK14AaABAg,台灣個記者要學吓點樣食嘢,台灣個記者要學吓點樣食嘢,@momoho7534,1,0,2024-09-12 13:55:04,1,0,1,NEGATIVE
649,2024-10-26 14:26:23.780097,UCa1d9ZXVMU0BZQRXZHt8Cpw,msAfVSRN8s0,Ugxs4wJPuyLYL2Fq5ZN4AaABAg,好正，超有心思比較曬3地，即刻去佢日本官網買左2隻有田燒😂,好正，超有心思比較曬3地，即刻去佢日本官網買左2隻有田燒😂,@winkiec212,1,0,2024-09-12 13:39:59,1,0,1,NEGATIVE
650,2024-10-26 14:26:25.050812,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgxBhEn-g0HVYADUC0p4AaABAg,今集《叮噹》/《多啦A夢》仲有好多內容未講，大家留言話畀我哋知仲想知啲咩，集氣籌備下一集！🙌🏻,今集《叮噹》/《多啦A夢》仲有好多內容未講，大家留言話畀我哋知仲想知啲咩，集氣籌備下一集！🙌🏻,@Alex_MiLKMagazine,1,277,2024-09-04 13:30:57,1,28,1,NEGATIVE
651,2024-10-26 14:26:46.940505,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgzG7-D13Me8-4MTzFx4AaABAg,有一集哆啦A夢消失咗，大雄四處搵最後都搵唔到，細思極恐。,有一集哆啦A夢消失咗，大雄四處搵最後都搵唔到，細思極恐。,@YouTube必亡,1,0,2024-10-21 21:15:45,1,0,1,NEGATIVE
652,2024-10-26 14:26:47.621621,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugx8SWvcFrf8eOwSlRZ4AaABAg,叮噹同愛恩斯坦都好鐘意講一樣嘢--- time travel. 仲有靜香冲涼出現不只十次.,叮噹同愛恩斯坦都好鐘意講一樣嘢--- time travel. 仲有靜香冲涼出現不只十次.,@yuhokong,1,0,2024-10-21 15:27:19,1,0,1,POSITIVE
653,2024-10-26 14:26:48.339288,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgyQBU4W_MpeEOhMsdJ4AaABAg,訪問果兩個叮噹專家都四眼 （除了老闆）  都係大雄咁款,訪問果兩個叮噹專家都四眼 （除了老闆）  都係大雄咁款,@RichardLee-bm2xh,1,0,2024-10-19 21:13:06,1,0,1,NEGATIVE
654,2024-10-26 14:26:48.997209,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgwhWZqVTccIzWHFYAZ4AaABAg,不管點樣 我永遠都係叫佢做叮噹 仲有靜宜 阿福 同技安,不管點樣 我永遠都係叫佢做叮噹 仲有靜宜 阿福 同技安,@RichardLee-bm2xh,1,0,2024-10-19 21:08:33,1,0,1,NEGATIVE
655,2024-10-26 14:26:49.695310,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugw7SuGae3q2TiNWIRh4AaABAg,所以叮噹這個名是香港未授權版的叫法？但翡翠台一開始播出一直都叫叮噹啊,所以叮噹這個名是香港未授權版的叫法？但翡翠台一開始播出一直都叫叮噹啊,@huangwenen,1,0,2024-10-15 04:51:08,1,0,1,NEGATIVE
656,2024-10-26 14:26:50.384217,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgwzttYn9r-9l9SnjiF4AaABAg,有人傳大結局是大雄本身是有嚴重精神病，所有事情的他幻想出來的？,有人傳大結局是大雄本身是有嚴重精神病，所有事情的他幻想出來的？,@raymondtang4058,1,0,2024-10-09 02:54:59,1,0,1,NEGATIVE
657,2024-10-26 14:26:51.171183,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgxB5g9DHjfCwAY7_FV4AaABAg,我心中叫叮噹永遠是正版<br>我那年代:<br>叮噹 = 多啦A夢<br>靜宜 = 靜香<br>牙擦仔 = 小夫<br>肥仔 = 胖虎<br>舊名字真是親切很多。,"我心中叫叮噹永遠是正版
我那年代:
叮噹 = 多啦A夢
靜宜 = 靜香
牙擦仔 = 小夫
肥仔 = 胖虎
舊名字真是親切很多。",@joeylc4388,1,2,2024-10-07 14:27:52,1,0,1,NEGATIVE
658,2024-10-26 14:26:51.950382,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugw6Lhfj9tvUYJljmdJ4AaABAg,以前都是沒版權的（青文出版社）..後來有版權後就改回音譯..但我還是覺的小叮噹比較親切　謝謝分享：）,以前都是沒版權的（青文出版社）..後來有版權後就改回音譯..但我還是覺的小叮噹比較親切　謝謝分享：）,@robinzhoa6189,1,0,2024-10-04 07:20:14,1,0,1,NEGATIVE
659,2024-10-26 14:26:52.600549,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgwkqqOftqcSbnK9Lvd4AaABAg,叮当猫也就改过一次名，大雄就厉害了，至少我就听过三种，野比，康夫。,叮当猫也就改过一次名，大雄就厉害了，至少我就听过三种，野比，康夫。,@王天牛-x5z,1,0,2024-10-04 02:00:26,1,0,1,NEGATIVE
660,2024-10-26 14:26:53.463372,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugy9DGweplQFI98JQrJ4AaABAg,靜香在台灣早期的名字叫宜靜，並不是靜宜,靜香在台灣早期的名字叫宜靜，並不是靜宜,@雪崩之下沒有一片雪花,1,0,2024-10-02 11:23:51,1,0,1,NEGATIVE
661,2024-10-26 14:26:54.126516,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgxLHu6OHU1THC6DwhB4AaABAg,台灣叫機器貓小叮噹 至於遊樂園反而才是因為小叮噹與取同名的 當時版權意識還沒抬頭,台灣叫機器貓小叮噹 至於遊樂園反而才是因為小叮噹與取同名的 當時版權意識還沒抬頭,@劉政明-y8k,1,1,2024-10-01 16:31:06,1,0,1,NEGATIVE
662,2024-10-26 14:26:54.873601,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugy1xCyivvo538TILvV4AaABAg,祈雨那件事情 聽說傳統祭祀是要用&quot;真貓&quot;的......<br>(算是替身娃娃囉~😇),"祈雨那件事情 聽說傳統祭祀是要用""真貓""的......
(算是替身娃娃囉~😇)",@ned9er,1,1,2024-10-01 04:10:51,1,1,1,NEGATIVE
663,2024-10-26 14:26:56.355174,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgzVESfMBYq2VupLua14AaABAg,遮面嗰個係咪Hebe嚟？,遮面嗰個係咪Hebe嚟？,@Ktmktm888,1,0,2024-09-29 02:40:00,1,1,1,NEGATIVE
664,2024-10-26 14:26:58.046148,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgxFch41fK5RhGmBvw54AaABAg,"「時間停止器」算是未來世界最偉大的發明~可以多拉A夢不敢用!! 改名往往是大錯亂的開始,如同迪士耐與迪士尼...麥當勞與金拱門","「時間停止器」算是未來世界最偉大的發明~可以多拉A夢不敢用!! 改名往往是大錯亂的開始,如同迪士耐與迪士尼...麥當勞與金拱門",@大家說,1,1,2024-09-28 08:19:27,1,0,1,NEGATIVE
665,2024-10-26 14:26:58.841996,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgyS_ArkvpxiF3JrtMh4AaABAg,九十年代文化傅信在代理叮噹，大部份人因那個才認識，你這後生仔只談盜版不提正版，對歷史研究真的有點馬虎。,九十年代文化傅信在代理叮噹，大部份人因那個才認識，你這後生仔只談盜版不提正版，對歷史研究真的有點馬虎。,@Agikmny0821,1,0,2024-09-28 02:25:14,1,0,1,NEGATIVE
666,2024-10-26 14:26:59.588221,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugy-TdSb2gbUtpVzux54AaABAg,叮噹...叮噹....叮噹....童年嘅回憶,叮噹...叮噹....叮噹....童年嘅回憶,@dumbfrog123,1,0,2024-09-28 01:32:07,1,0,1,NEGATIVE
667,2024-10-26 14:27:00.237354,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgxoVursr8fWnquFMF14AaABAg,我個人認為不是作者遺願，而是大陸要出版權書，但是叮噹和小叮噹恐怕都被產權蟑螂註冊走了，乾脆依照原名銅鑼衛門的諧音取多啦A夢，一來和原名同音比較能主張原創性二來不用跟產權蟑螂買名子使用權，而港台都同為華語地區就同步一起改了，像寶可夢也是因為口袋怪獸被不肖蟑螂註冊走才按照原音改名，照原音諧音也比較有辦法袃司法爭議主張原創性，像台灣就有過海賊王標題被大然註冊智慧財產權，在大然代理權到期後不讓東立沿用此中文名並主張原名為ONE PEICE所以海賊王是大然自己的創意，即使說主角第一話就說我要成為海賊王以此為名並不能說是獨具創意也沒用，大然勝訴的噁心事件，司法精神很多時候會被恐龍法官弄得非常糟糕不正義。,我個人認為不是作者遺願，而是大陸要出版權書，但是叮噹和小叮噹恐怕都被產權蟑螂註冊走了，乾脆依照原名銅鑼衛門的諧音取多啦A夢，一來和原名同音比較能主張原創性二來不用跟產權蟑螂買名子使用權，而港台都同為華語地區就同步一起改了，像寶可夢也是因為口袋怪獸被不肖蟑螂註冊走才按照原音改名，照原音諧音也比較有辦法袃司法爭議主張原創性，像台灣就有過海賊王標題被大然註冊智慧財產權，在大然代理權到期後不讓東立沿用此中文名並主張原名為ONE PEICE所以海賊王是大然自己的創意，即使說主角第一話就說我要成為海賊王以此為名並不能說是獨具創意也沒用，大然勝訴的噁心事件，司法精神很多時候會被恐龍法官弄得非常糟糕不正義。,@srw65535,1,2,2024-09-27 18:11:08,1,1,1,NEGATIVE
668,2024-10-26 14:27:01.724536,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgwnCRaPunaw76BSu_54AaABAg,原来如此，感谢分享,原来如此，感谢分享,@sucd218,1,1,2024-09-27 02:54:43,1,0,1,NEGATIVE
669,2024-10-26 14:27:02.543953,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgwfnflL98Cj5EKIUat4AaABAg,可不可以再深入讲讲改名字，并且能不能把名字改回来😂，哆啦A梦太拗口,可不可以再深入讲讲改名字，并且能不能把名字改回来😂，哆啦A梦太拗口,@user-spiderman336,1,1,2024-09-26 13:36:59,1,0,1,NEGATIVE
670,2024-10-26 14:27:03.368833,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgwNyvuPESW_UUWzUD14AaABAg,"修行的路：第1集 <a href=""http://www.youtube.com/results?search_query=%23%E6%95%85%E4%BA%8B"">#故事</a> <a href=""http://www.youtube.com/results?search_query=%23%E6%BC%AB%E7%94%BB%E8%A7%A3%E8%AF%B4"">#漫画解说</a><br><a href=""https://www.youtube.com/watch?v=6rftGe00Cco"">https://youtu.be/6rftGe00Cco?si=shr8toGdj3Z6dR4k</a>","修行的路：第1集 #故事 #漫画解说
https://youtu.be/6rftGe00Cco?si=shr8toGdj3Z6dR4k",@故事王国-j2m,1,0,2024-09-26 08:30:16,1,0,1,NEGATIVE
671,2024-10-26 14:27:04.166398,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgyQruVjXk34WMNVlfJ4AaABAg,没有提到多啦七侠？,没有提到多啦七侠？,@nelsoncheong6779,1,0,2024-09-24 18:28:33,1,0,1,NEGATIVE
672,2024-10-26 14:27:04.890964,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgxMTdLWfjwsAt-mv7h4AaABAg,最記得有套劇場版「叮噹西遊記」😂,最記得有套劇場版「叮噹西遊記」😂,@imgahou8441,1,1,2024-09-23 14:47:57,1,0,1,NEGATIVE
673,2024-10-26 14:27:05.556837,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugzvs409caLN-nD1Da14AaABAg,但他們怎樣也估不到「叮噹」這個簡單廣東話是永遠改不了,但他們怎樣也估不到「叮噹」這個簡單廣東話是永遠改不了,@zeussuez240,1,3,2024-09-21 07:49:40,1,0,1,NEGATIVE
674,2024-10-26 14:27:06.239069,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgxjrdSYP4Wb1yUqbJp4AaABAg,I learnt my traditional chinese from reading the HK version of Doraemon,I learnt my traditional chinese from reading the HK version of Doraemon,@SuccessforLifester,1,4,2024-09-19 20:25:05,1,0,1,POSITIVE
675,2024-10-26 14:27:07.152696,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgzfCj_0LKJduxDshrd4AaABAg,实锤了叮当的当是有口的,实锤了叮当的当是有口的,@ballfire698,1,1,2024-09-19 07:47:55,1,0,1,NEGATIVE
676,2024-10-26 14:27:07.806624,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgyGvdA99_EP7dNSNvJ4AaABAg,"右边的老哥真像大雄<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",右边的老哥真像大雄,@yoshikiyoshiki4151,1,1,2024-09-19 06:33:40,1,0,1,NEGATIVE
677,2024-10-26 14:27:08.531000,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugwp7V3cwI6n_GXSNGB4AaABAg,机器猫,机器猫,@drxuinnz,1,1,2024-09-18 10:05:41,1,0,1,NEGATIVE
678,2024-10-26 14:27:09.300936,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugwp_gIcDNErvN3vphR4AaABAg,我都一路讲惯叮当，改唔到口叫多拉a梦,我都一路讲惯叮当，改唔到口叫多拉a梦,@kakonakunn33886,1,1,2024-09-18 08:14:16,1,0,1,NEGATIVE
679,2024-10-26 14:27:10.138185,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgxGRkINosDPc7U5bwt4AaABAg,多啦A夢是原本名字,多啦A夢是原本名字,@張承俊-k4t,1,1,2024-09-17 12:46:11,1,0,1,NEGATIVE
680,2024-10-26 14:27:10.924475,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgwOEQB4IJGB8CVtbd14AaABAg,两广地区应该是最早接触香港版的叮当了，小时候还可以收看到香港电视台，长大后不知不觉就变成了哆啦A梦，现在还是不习惯哈哈，我现在还是叫叮当猫,两广地区应该是最早接触香港版的叮当了，小时候还可以收看到香港电视台，长大后不知不觉就变成了哆啦A梦，现在还是不习惯哈哈，我现在还是叫叮当猫,@LJ-blblfl,1,1,2024-09-17 05:19:08,1,0,1,NEGATIVE
681,2024-10-26 14:27:11.812567,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgyWPYSFg3Eta5QqtJB4AaABAg,叮噹喺香港嘅黑歴史，應該包括曾經傳聞嘅大結局，吹水話大雄其實係自閉兒童，幻想出成個叮噹呢個故事出黎。。。聽完個心最唔舒服😢,叮噹喺香港嘅黑歴史，應該包括曾經傳聞嘅大結局，吹水話大雄其實係自閉兒童，幻想出成個叮噹呢個故事出黎。。。聽完個心最唔舒服😢,@hikari7121979,1,1,2024-09-16 07:29:40,1,1,1,NEGATIVE
682,2024-10-26 14:27:13.459761,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgxEwL-LR_6TwdOCaZd4AaABAg,不需要個A。 多啦夢就得。,不需要個A。 多啦夢就得。,@vtgrphy3907,1,1,2024-09-16 03:42:22,1,0,1,NEGATIVE
683,2024-10-26 14:27:14.223003,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugy5aeMM1wysZxUwwYx4AaABAg,叮噹可否不要老！❤❤❤,叮噹可否不要老！❤❤❤,@jeremytam3287,1,1,2024-09-15 13:25:54,1,0,1,NEGATIVE
684,2024-10-26 14:27:14.867754,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgxbnhJD3PDHQ5XBIRV4AaABAg,"因爲愛美金看A片, 所以就叫Dollar發A夢, ~中文就是 &quot;多拉A夢&quot;","因爲愛美金看A片, 所以就叫Dollar發A夢, ~中文就是 ""多拉A夢""",@kcalb3180,1,0,2024-09-15 12:59:34,1,0,1,NEGATIVE
685,2024-10-26 14:27:15.835030,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugx1tiVNqiFVclXArKR4AaABAg,我也觉得奇怪，我小时候是叫做小叮当的呀,我也觉得奇怪，我小时候是叫做小叮当的呀,@snowy2875,1,1,2024-09-15 08:49:26,1,0,1,NEGATIVE
686,2024-10-26 14:27:16.679786,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugx_Tt_CC38OCqCpu1F4AaABAg,"謝謝<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",謝謝,@hkkwok8066,1,1,2024-09-15 04:46:41,1,0,1,NEGATIVE
687,2024-10-26 14:27:17.614506,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgxjvwHmOcg1nTGHz2h4AaABAg,Forever 中文名係咪劉永恆？,Forever 中文名係咪劉永恆？,@aa-bs3dn,1,0,2024-09-13 22:47:22,1,0,1,NEGATIVE
688,2024-10-26 14:27:18.341191,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugxmp9106PmwwQyxMDN4AaABAg,就算要改音譯多啦A夢，咁點解本身音譯既技安調番轉改成胖虎，<br>全部人改名都係藤子既遺願？唔可能囉。<br>國際間網民用慣 Nobita Sizuka Suneo Gian，<br>北美版都要改名 Noby Sue Sneech Big G，<br>佢地今次個理由係 &quot;space constraints&quot;(原名太長)，<br>但自打嘴巴係 Sneech 同Big G 都反而變長左，<br>其實彩虹小馬隻隻個名都鬼咁長，老外不嬲都長過亞洲人啦，邊有人會介意，<br>唔駛講大話，你鍾意話事咪話事囉。<br>大中華地區全部人要跟1995年吉林美術出版社王永全老師既譯法。<br>寵物小精靈、神奇寶貝、口袋妖怪，全部都要叫寶可夢，完。,"就算要改音譯多啦A夢，咁點解本身音譯既技安調番轉改成胖虎，
全部人改名都係藤子既遺願？唔可能囉。
國際間網民用慣 Nobita Sizuka Suneo Gian，
北美版都要改名 Noby Sue Sneech Big G，
佢地今次個理由係 ""space constraints""(原名太長)，
但自打嘴巴係 Sneech 同Big G 都反而變長左，
其實彩虹小馬隻隻個名都鬼咁長，老外不嬲都長過亞洲人啦，邊有人會介意，
唔駛講大話，你鍾意話事咪話事囉。
大中華地區全部人要跟1995年吉林美術出版社王永全老師既譯法。
寵物小精靈、神奇寶貝、口袋妖怪，全部都要叫寶可夢，完。",@kagaseoameno3385,1,1,2024-09-13 02:56:15,1,1,1,NEGATIVE
689,2024-10-26 14:27:20.149905,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugw3-01uHalOD8aoC8t4AaABAg,其實宜家香港配音先近似日本聲<br>我覺佢配得好好,"其實宜家香港配音先近似日本聲
我覺佢配得好好",@chankm98,1,1,2024-09-13 01:40:21,1,1,1,NEGATIVE
690,2024-10-26 14:27:21.906186,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,Ugx-n_xpVUnOt9bm8qp4AaABAg,2011年豐田揾尚連奴同妻夫木聰拍真人版廣告系列都好正,2011年豐田揾尚連奴同妻夫木聰拍真人版廣告系列都好正,@dennisvlab,1,1,2024-09-12 14:15:38,1,1,1,NEGATIVE
691,2024-10-26 14:27:23.634326,UCa1d9ZXVMU0BZQRXZHt8Cpw,sb8IAq2Gzaw,UgwOH-r-mdrTumYRtCt4AaABAg,阿福~小夫<br>技安~胖虎<br>靜兒~靜香,"阿福~小夫
技安~胖虎
靜兒~靜香",@tinloywong9002,1,1,2024-09-12 11:56:23,1,0,1,NEGATIVE
